"date","Estado","Sigla","C6_Flag","name","Measure"
2020-10-01,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-01,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-01,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-02,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-02,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-02,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-02,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-02,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-03,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-03,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-03,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-03,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-03,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-04,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-04,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-04,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-04,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-04,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-05,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-05,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-05,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-05,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-05,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-06,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-06,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-06,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-06,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-06,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-07,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-07,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-07,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-07,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-07,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-08,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-08,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-08,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-08,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-08,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-09,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-09,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-09,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-09,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-09,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-10,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-10,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-10,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-10,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-10,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-11,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-11,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-11,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-11,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-11,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-12,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-12,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-12,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-12,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-12,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-13,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-13,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-13,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-13,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-13,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-14,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-14,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-14,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-14,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-14,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-15,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-15,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-15,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-15,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-15,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-16,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-16,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-16,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-16,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-16,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-17,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-17,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-17,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-17,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-17,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-18,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-18,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-18,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-18,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-18,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-19,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-19,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-19,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-19,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-19,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-20,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-20,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-20,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-20,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-20,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-21,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-21,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-21,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-21,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-21,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-22,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-22,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-22,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-22,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-22,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-23,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-23,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-23,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-23,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-23,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-24,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-24,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-24,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-24,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-24,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-25,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-25,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-25,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-25,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-25,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-26,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-26,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-26,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-26,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-26,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-27,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-27,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-27,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-27,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-27,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-28,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-28,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-28,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-28,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-28,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-29,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-29,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-29,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-29,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-29,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-30,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-30,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-30,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-30,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-30,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-10-31,"Distrito Federal","DF",NA,"Sem medida",NA
2020-10-31,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-10-31,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-10-31,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-10-31,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-01,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-01,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-01,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-01,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-01,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-02,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-02,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-02,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-02,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-02,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-03,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-03,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-03,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-03,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-03,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-04,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-04,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-04,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-04,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-04,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-05,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-05,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-05,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-05,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-05,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-06,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-06,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-06,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-06,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-06,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-07,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-07,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-07,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-07,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-07,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-08,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-08,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-08,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-08,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-08,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-09,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-09,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-09,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-09,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-09,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-10,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-10,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-10,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-10,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-10,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-11,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-11,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-11,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-11,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-11,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-12,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-12,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-12,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-12,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-12,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-13,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-13,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-13,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-13,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-13,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-14,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-14,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-14,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-14,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-14,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-15,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-15,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-15,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-15,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-15,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-16,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-16,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-16,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-16,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-16,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-17,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-17,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-17,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-17,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-17,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-18,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-18,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-18,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-18,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-18,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-19,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-19,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-19,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-19,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-19,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-20,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-20,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-20,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-20,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-20,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-21,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-21,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-21,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-21,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-21,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-22,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-22,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-22,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-22,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-22,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-23,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-23,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-23,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-23,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-23,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-24,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-24,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-24,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-24,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-24,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-25,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-25,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-25,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-25,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-25,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-26,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-26,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-26,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-26,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-26,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-27,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-27,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-27,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-27,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-27,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-28,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-28,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-28,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-28,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-28,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-29,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-29,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-29,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-29,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-29,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-11-30,"Distrito Federal","DF",NA,"Sem medida",NA
2020-11-30,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-11-30,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-11-30,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-11-30,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-01,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-01,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-01,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-01,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-01,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-02,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-02,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-02,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-02,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-02,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-03,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-03,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-03,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-03,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-03,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-04,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-04,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-04,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-04,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-04,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-05,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-05,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-05,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-05,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-05,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-06,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-06,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-06,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-06,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-06,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-07,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-07,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-07,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-07,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-07,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-08,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-08,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-08,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-08,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-08,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-09,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-09,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-09,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-09,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-09,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-10,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-10,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-10,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-10,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-10,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-11,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-11,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-11,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-11,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-11,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-12,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-12,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-12,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-12,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-12,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-13,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-13,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-13,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-13,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-13,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-14,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-14,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-14,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-14,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-14,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-15,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-15,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-15,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-15,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-15,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
2020-12-16,"Distrito Federal","DF",NA,"Sem medida",NA
2020-12-16,"Distrito Federal","DF",NA,"Recomendado ficar
em casa",NA
2020-12-16,"Distrito Federal","DF",NA,"Algumas exceções
podem sair",NA
2020-12-16,"Distrito Federal","DF",NA,"Dados indisponíveis",1
2020-12-16,"Distrito Federal","DF",NA,"Sem exceções
para sair",NA
